abstract,new_old,serious
report case fatal interstitial pneumonia patient treated radiotherapy plus cetuximab head neck carcinoma   patient NUM-year-old man laryngeal squamous cell carcinoma  tNUMnNUMmNUM   cetuximab given combination radiotherapy  however  patient developed dyspnea day NUM computed tomography findings confirmed diagnosis interstitial pneumonia   noninvasive positive pressure ventilation immediately started conjunction steroid pulse endotoxin adsorption therapy   led temporary relief symptoms  however  subsequent relapse resistant steroid pulse therapy  patient died interstitial pneumonia day NUM,old,Death / Life Threatening
arachidonic acid metabolism takes place via cyclo-oxygenase lipo-oxygenase pathway   pathways produce potent mediators multitude immune-induced inflammatory reactions   blockade cyclo-oxygenase pathway  cop  shunts metabolism towards lipo-oxygenase pathway  lop  potentially increase side-effects pathway augmented production release cysteinyl-leukotriene NUM diclofenac non steroidal anti inflammatory drug specific inhibiting actions cyclo-oxygenase-NUM  cox-NUM  cyclo-oxygenase-NUM  cox-NUM  relative equipotency   drug also proven multimodal action extended spectrum targets including thromboxaneprostanoid receptor  arachidonic acid release uptake  lipoxygenase enzymes  activate nitric oxide-cgmp antinociceptive pathway NUM drug effects pathways  cop   lop   considered safer nsaids extensively used analgesic antipyretic adults children   present case young male severe life threatening anaphylactic reaction diclofenac,old,Death / Life Threatening
nefopam non-opiate analgesic commonly used treatment moderate severe pain   case NUM-year-old male found dead morning presented   autopsy performed femoral venous blood  heart blood  urine  vitreous humor submitted toxicological analysis   general drug screen detected presence nefopam  caffeine  nicotine  citalopram  gabapentin  amitriptyline  diazepam paracetamol cardiac blood   nefopam quantitated high-performance liquid chromatography diode-array detection  nefopam found following concentrations  NUM NUM mg l unpreserved femoral blood  NUM NUM mg l preserved  fluoride-oxalate  femoral blood  NUM NUM mg l unpreserved cardiac blood NUM NUM mg l preserved vitreous   citalopram present concentration NUM NUM mg l   femoral blood  NUM NUM mg l  cardiac blood    ethanol analyzed headspace gas chromatography  gc-fid  detected preserved  fluoride- oxalate  vitreous  NUM mg NUM ml  preserved  fluoride-oxalate  urine NUM mg NUM ml   death attributed atherosclerotic coronary artery disease therapeutic drug toxicity,old,Death / Life Threatening
report case young woman affected hypothyroidism due hashimoto thyroiditis  previously well compensated full replacement therapy  NUM mcg day levothyroxine   presenting clinical picture myxedema  tsh NUM mu l   two years earlier started dialysis treatment chronic renal failure treatment last NUM months sevelamer carbonate  phosphate binder   improvement clinical conditions reduction tsh serum levels observed even increasing dose levothyroxine NUM mcg day  whereas euthyroidism finally restored administering first morning dose sevelamer carbonate least NUM hours levothyroxine administration   case shows sevelamer carbonate  analogy already reported sevelamer hydrochloride  interfere levothyroxine absorption leading condition hypothyroidism patients previously well compensated given replacement dose,old,Serious
patients adenocarcinoma pancreas  standard second-line regimens   many pre-clinical studies shown metformin alone combined paclitaxel antitumour effects tumour   tested combination paclitaxel metformin patients gemcitabine-refractory pancreatic cancer  methods   uncontrolled phase ii trial carried based two-stage simon design  metformin paclitaxel patients locally advanced metastatic pancreatic cancer whose disease progressed first line treatment gemcitabine-based regimen  primary endpoint disease control rate eight weeks per response evaluation criteria solid tumours  recist  NUM NUM   patients received paclitaxel NUM mg m NUM  weekly three weeks every NUM days metformin NUM mg p o  d  continuously progression intolerance state reached  results   twenty patients enrolled july NUM january NUM  n   NUM  NUM NUM   achieved primary endpoint  presenting stable disease   median overall survival  os  NUM days  range NUM-NUM  median progression free survival  pfs  NUM days  range NUM-NUM    eight patients  NUM   presented treatment-related gNUM-NUM toxicities common one diarrhoea  conclusions   despite encouraging pre-clinical evidence antitumour activity metformin adenocarcinoma pancreas  primary endpoint disease control rate met   besides  treatment combination poorly tolerated could studied   study highlights importance performing clinical trials reassure preclinical observational data,old,Serious
NUM year-old female presented hospital one week fatigue two days vomiting diarrhea   physical exam significant non-localized abdominal tenderness   hypotensive  hypothermic required vasopressors initial NUM liters crystalloid resuscitation   lactic acid level NUM mmol l  serum bicarbonate NUM mmol l creatinine NUM NUM mg dl   arterial blood gas showed ph NUM NUM  pcoNUM NUM  poNUM NUM  bicarbonate NUM   rest laboratory results pending became bradycardic single dose NUM meq bicarbonate given suspected hyperkalemia setting acidosis   treatment initiated septic shock presumed secondary intraabdominal source  confounded metformin use   despite vasopressors  antibiotics ventilatory support  acidosis worsened NUM NUM  serum bicarbonate level NUM   deemed unstable imaging studies supportive treatment continued  infectious cause apparent thought severe lactic acidosis entirely result metformin toxicity   hemodialysis initiated patient acidosis improved NUM NUM NUM hours hemodialysis lactate normalized within NUM hours   two weeks hospitalization patient discharged rehab   end infectious cause confirmed supporting diagnosis metformin-associated lactic acidosis   role bicarbonate lactic acidosis controversial even ph NUM-NUM NUM   bicarbonate administration may transiently improve arterial ph raise pcoNUM  consequently might worsen intracellular acidosis  decrease ionized calcium   previous studies shown bicarbonate administration improve hemodynamics crystalloids improve response vasopressors   hand hemodialysis administered severe metformin-associated lactic acidosis shown confer similar mortality rates less severe cases treated without hemodialysis   case suggests severe metformin-associated lactic acidosis hemodialysis first line treatment remove metformin therefore treating underlying cause  bicarbonate reserved cases acidosis thought life threatening hemodialysis available,old,Serious
randomised  controlled osho NUM study showed promising results using first-line mitoxantrone  chlorambucil prednisolone  mcp  chemotherapy plus rituximab patients advanced symptomatic follicular lymphoma  fl  need therapy   long-term follow-up investigate whether clinical benefits maintained NUM years observation   methods  following NUM-year follow-up osho NUM  NUM fl patients received rituximab plus mcp  r-mcp  NUM patients received mcp  NUM patients alive previously censored total  followed NUM additional years prospective  non-interventional  observational study   efficacy analysis  data jointly analysed osho NUM data  fl intention-to-treat population  NUM patients r-mcp  NUM mcp    patients included NUM-year follow-up censored   results  surviving patients  median follow-up NUM months  r-mcp  NUM months  mcp   although median overall survival  os  yet reached  os longer patients r-mcp compared mcp  p   NUM NUM   NUM-year-survival rates NUM NUM versus NUM NUM     time-to-event data substantially longer r-mcp group mcp alone  median progression-free survival  pfs  NUM NUM versus NUM NUM months  median event-free survival  efs  NUM NUM versus NUM NUM months   unplanned subanalyses patients without interferon maintenance showed improved pfs efs without impact os   conclusions  addition rituximab first-line mcp chemotherapy improves clinical outcomes advanced fl patients translates long-term os benefits   r-mcp remains promising standard option patient group,old,Serious
want emphasize relationship use levothyroxine emergence psychotic symptoms  side effect occur medication   methods  report case NUM years old woman treatment medication presented psychotic symptoms   woman without psychiatric history interest  following cannabis consumption presented major psychotic episode  delusions  hallucinations sensory perception alterations  required urgent medical attention   later  NUM weeks stability  patient began treatment levothyroxine prescribed endocrinology treat acquired hypothyroidism manifested form fatigue  asthenia  fatigue shortly starting treatment  psychotic symptoms appeared  attributing symptoms onset latent psychosis due intoxication cannabis  originally thought levothyroxine possible cause    results  observed onset symptoms  intensity psychotic symptoms varied changes dosage levothyroxine  even disappeared completely drug withdrawal   conclusion  downplay possibility psychotic symptoms may appear drug  universally prescribed  even childhood   confronts us fact must raise attention possibility latent psychosis  possibility guide us prescribing medication greater caution   many medications cause psychosis  patient patient vulnerable possibility  fact must bear mind,old,Non-Serious
compare efficacy safety high vs  low-moderate oral doses prednisone treat patients highly active lupus diagnosis   patients methods  patients lupus-cruces cohort sledai score  gtoreq   NUM diagnosis treated regimes containing low-medium prednisone doses   ltoreq   NUM  mg day  identified  group m    matched sex sledai score historical patients treated high doses     NUM  mg day  diagnosis  group h    patients proliferative nephritis excluded   difference sledai scores baseline  sledai-NUM  year one  sledai-NUM  efficacy variable   damage NUM  years calculated using slicc damage index  sdi  regarded safety variable  glucocorticoid related damage considered presence cataracts  osteonecrosis  osteoporotic fractures diabetes mellitus   results  NUM patients included group   patients group h received NUM-fold higher doses prednisone  less hydroxychloroquine less methyl-prednisolone pulses   sledai improvement similar groups   patients group h likely accrue new damage  adjusted hr NUM NUM  NUM  ci NUM NUM-NUM NUM     patients group m suffered glucocorticoid-related damage  vs  NUM patients group h  p   NUM NUM    average daily prednisone dose first year predicted accrual new damage  adjusted hr NUM NUM  NUM  ci NUM NUM-NUM NUM  p   NUM NUM  accrual glucocorticoid-related damage  adjusted hr NUM NUM  NUM  ci NUM NUM-NUM NUM  p   NUM NUM    likewise  average doses prednisone    NUM NUM  mg day independent predictor new damage  adjusted hr NUM NUM  NUM  ci NUM NUM-NUM NUM   conclusion  prednisone doses  ltoreq   NUM  mg day similarly effective safer higher doses treating active lupus,old,Serious
differentiated thyroid carcinomas treated total thyroidectomy  radioactive iodine therapy  rai  tsh suppression  treatment progressive  metastatic  radioiodine-refractory thyroid carcinomas evolved significantly development tyrosine-kinase inhibitors   sorafenib lenvatinib recently approved fda therapy progressive radioiodine-refractory metastatic carcinomas   describe improvement tNUM-thyrotoxicosis patients metastatic follicular thyroid carcinoma treated lenvatinib  patient findings   two patients metastatic follicular thyroid carcinoma developed thyrotoxicosis receiving regular dose levothyroxine suppress tsh   laboratory evaluation revealed increased total tNUM  reduced free tNUM suppressed tsh levels   levothyroxin withdrawal resulted reduction tNUM tNUM levels  excluding tumor production thyroid hormone suggesting increased expression dNUM dNUM deiodinases   due progressive  rai-refractory metastatic disease  patients included phase iii clinical trial lenvatinib   overt hypothyroidism developed short period treatment requiring adjustment levothyroxine dose  conclusions   report  describe two patients metastatic follicular thyroid carcinomas tNUM-thyrotoxicosis treatment lenvatinib resulted rapid complete reversal thyrotoxicosis   mechanism lenvatinib resulted reduction thyroid hormone level unknown  however  reasonable consider inhibition dNUM dNUM   precocious hormonal evaluation would prudent patients thyroid carcinomas receiving lenvatinib guarantee tsh suppression,old,Serious
describe efficacy safety use sapropterin dihydrochloride group eight bhNUM-responsive pregnant women phenylketonuria   methods  data collected maternal sub-registry kamper  records data management  efficacy safety sapropterin pregnant patients   results  eight patients  mean age NUM NUM  range NUM NUM-NUM NUM  total NUM pregnancies     NUM pherestricted diet onset pregnancy   mean dose sapropterin pregnancy NUM NUM  - NUM NUM mg kg day  range NUM NUM-NUM NUM mg  median duration sapropterin use NUM days   six patients delivered normal babies  NUM male  NUM female    one patient expected give birth database lock fifth interim analysis outcome remaining patient unknown   patients data available  two breastfed two   three patients experienced mild adverse event  one considered related study medication  sapropterin overdose  prior pregnancy   conclusion  small population pregnant women hyperphenylalaninaemia  therapy sapropterin gestation shown safe well tolerated resulted normal healthy births,old,Serious
since NUM  extracorporeal membrane oxygenation  ecmo  increasingly used treatment cardiorespiratory failure  several retrospective studies shown good survival rate  NUM   patients treated ecmo severe acute drug intoxication   case  report instance ecmo used successfully treatment severe lactic acidosis cardiorespiratory failure pediatric polypharmacy overdose   case report  NUM year-old male history depression transferred community emergency department overdose multiple medications  including metformin  levetiracetam  paroxetine suicide attempt   presentation emergency department  patient unconscious ph NUM NUM lactate NUM NUM mmol l   started normal saline bicarbonate  admitted pediatric intensive care   patient required intubation altered mental status vasopressors profound hypotension   initially treated continuous renal replacement therapy  ccrt  improvement lactic acid wbc levels   hospital day  NUM patient developed cardiorespiratory failure started ecmo   hemodialysis performed concomitantly aid clearance patient lactic acidosis   six days ecmo therapy  patient able weaned treatment   ejection fraction recovered reported  normal  time discharge   patient full neurologic recovery able discharged inpatient psychiatric facility   discussion  ecmo therapy consists large-bore extracorporeal circuit venous blood passes membrane oxygenator  essence  acts artificial lung patient   acutely poisoned patients  ecmo begun find increasing use salvage therapy refractory shock ards allows addition continuous renal replacement therapy toxin removal support   conclusion  knowledge  first case ecmo treatment metformin-induced lactic acidosis pediatric patient   believe ecmo could valuable adjunct treatment cardiac failure acutely poisoned children  although clinical biochemical markers commencing ecmo therapy remain defined,old,Death / Life Threatening
ofloxacin commonly used antimicrobial agent combat various infections   adverse effects quinolones includes gastrointestinal symptoms  frequent  neuropsychiatric symptoms  hematologic abnormalities less common   steven-johnson syndrome  sjs  acute  self-limited disease  representing severe mucosal erosion spread erythematous  cutaneous macules   majority drug induced cases sjs affects oral peri-oral regions   report rare case ofloxacin induced sjs NUMyears old male patient complaints hyper pigmented mucocutaneous lesions oral cavity  genitalia  axilla thoracic regions associated severe itching   based history clinical examination patient diagnosed ofloxacin induced sjs treated antihistamines systemic corticosteroids   health care providers must careful  regarding adverse effects drugs especially one sjs potentially fatal condition   commonly widely prescribed drug regimens also used judiciously continuously monitored prevent fatal adverse drug reactions,old,Non-Serious
autoimmune polyglandular syndrome constellation signs symptoms simultaneous insufficiencies several endocrine glands   autoimmune polyglandular syndrome type NUM  aps NUM  may diagnosed adrenocortical insufficiency associated autoimmune thyroid disease  hashimoto thyroiditis graves  disease   insulin-dependent diabetes mellitus   turner syndrome common chromosomal disorder females  caused complete partial x chromosome monosomy   present case NUM-year-old woman turner syndrome  aps NUM  hashimoto thyroiditis adrenocortical insufficiency  diagnosed recombinant human growth hormone  rhgh  therapy   turner syndrome  examination patient must regularly conducted order diagnose possible onset autoimmune diseases  respective treatment must applied soon diagnosis established   particular  therapy rhgh  used short stature treatment  may trigger factor adrenal insufficiency  cortisol level blood assessed rhgh administration carefully monitored therapy  especially case autoimmune thyroid disease coexistence,old,Serious
refractory locally advanced metastatic nonmelanoma skin cancer  nmsc  frequent therapeutic impasse   address question efficacy induction therapy cetuximab neoadjuvant treatment locally advanced nmsc   methods NUM NUM  patients diagnosis unresectable locally advanced skin squamous cell carcinoma treated neoadjuvant cetuximab alone  cm  combined platinum salt NUM-fluorouracil  cc    resectability  clinical pathological response  well relapse-free overall survival evaluated   results thirty-four patients  median age NUM cntdot NUM years  evaluated   twenty-five patients received cc   three cycles cc  NUM NUM patients whose tumours initially unresectable became amenable surgery  NUM     complete histological response observed NUM  NUM   patients   mean progression-free mean overall survival operated patients NUM cntdot NUM NUM cntdot NUM months  respectively   conclusions good response terms resectability tumour control majority patients  relapses  despite initially poor prognosis tumours elderly group patients   however  therapeutic strategy needs validated prospective  randomized study   already known topic  refractory locally advanced metastatic nonmelanoma skin cancer frequent therapeutic impasse  chemotherapy  platin   -  NUM-fluorouracil  NUM-fu   radiotherapy commonly used mostly palliative treatment  either separately combined   cetuximab reported efficient treatment cases cutaneous squamous cell carcinoma  scc   however  local distant recurrences frequently observed discontinuation several months treatment   study add  neoadjuvant chemotherapy cetuximab combined platinum salt NUM-fu alone reasonable option locally advanced cutaneous scc   tolerability acceptable,old,Serious
failure replace testes scrotum hernia repair leads iatrogenic undescended testes   times  testes may spontaneously move back inguinal area placed scrotum  thus resulting ascending testes   cases study assessed  patients methods   records NUM boys operated due inguinal hernia assessed retrospectively   following hernia repair  testes placed scrotum   operation  testes checked scrotum   called follow-up operation   testes checked remaining scrotum  results   ascending testes detected NUM  NUM NUM   patients  patients scrotal hypoplasia retractile testes   age ranged NUM-NUM years   ascending testes bilateral NUM patients  right side NUM   human chorionic gonodotropin  hcg  initiated NUM patients   two improved   two underwent scrotal orchiopexy  conclusions   patients may benefit hcg early postoperative period   later  scrotal orchiopexy may needed   patients retractile testes scrotal hypoplasia addition inguinal hernia need orchiopexy together herniorrhaphy,old,Non-Serious
pharmacovigilance important patient safety adverse drug reactions  adr  may serious preventable   aimed encourage adverse drug reaction  adr  reporting assess patterns adverse drug reactions in-patients outpatients national referral hospital   methods  used ministry health adr reporting protocols  including causality reviews  identify suspected harmful responses one medicines  prescribed  otc traditional  known new   results  prospective data presented NUM week audit  NUM reports received  NUM patients  age range NUM-NUM years  median NUM years  NUM female   internal medicine  hiv clinic  icu  surgery paediatrics  NUM concerned medication errors  ciprofloxocin prescribed - administered instead intended co-trimoxazole  cloxacillin prescribed twice recommended dose    two related traditional medicines causing severe vomiting precipitating hospital admission  girl NUM also found severe anaemia  NUM year old women worsening post-partum oedema severe chronic kidney disease  creatinine NUM  mu  mol l    adrs cloxacillininduced stevens johnson syndrome  NUMf   severe dyskinaesia chronic haloperidol use treating psychosis  NUMm   lip swelling pruritus NUMst dose nifedipine hypertension  NUMm   recurrent hypoglycaemia metformin glibenclamide  NUMf   generalized rash pruritus first dose carvedilol losartan  NUMm   resolving continued treatment drugs   conclusions  effective improving adr reporting many departments major centre identifying important contribution adrs serious morbidity chub  including unrecognized use traditional medicine cause hospital admissions delayed detection serious medical conditions,old,Serious
review focuses evidence efficacy safety recombinant human growth hormone  rhgh  therapy children stages chronic kidney disease  ckd  ages   describes improving height prognosis patients without rhgh  explains underlying hormonal abnormalities provide rationale rhgh use ckd endocrine changes accompany treatment  views warrants treatment  dose  long,old,Non-Serious
anticonvulsants  antihypertensive calcium channel blockers immunosuppressants three main classes drugs known cause drug-induced gingival hypertrophy hyperplasia   among calcium channel blockers  nifedipine administration frequently associated medication-related gingival hyperplasia   incidence amlodipine  mode action pharmacodynamically comparable nifedipine  rarely reported   present rare case amlodipine-induced gingival hyperplasia hypertensive patient,old,Serious
braf vNUM mutations  present NUM  patients  pts  metastatic colorectal cancer  mcrc   poor prognostic markers associated low response combination cetuximab  c  irinotecan     vemurafenib  v   oral kinase inhibitor specific mutated vNUM braf  demonstrated NUM  response rate phase trial pts brafmutated mcrc   vitro data crc cell lines shown blockade mutated braf vemurafenib triggers compensatory activation egfr   inhibition egfr combined vemurafenib results synergistic cytotoxicity preclinical models  augmented irinotecan   safety efficacy combination pts brafmutated advanced malignancies defined   methods  NUM NUM phase study  pts brafmutated cancers received escalating doses v combination c NUMday cycle   responses evaluated every NUM cycles recist NUM NUM   adverse events  aes  assessed ctcae NUM NUM   results  among NUM total pts treated study  NUM pts mcrc  NUM dose level NUM dl   vNUMmg po bid  cNUM mg mNUM weekly iNUMmg  mNUM every NUM days   NUM dl NUM  increased vNUMmg po bid   NUM dlNUM  vNUMmg po bid    median age NUM yrs  NUMyrs    one dlt observed dl  arthralgia NUM pts  diarrhea NUM pt    mtd determined dlNUM  vNUM mg po bid  cNUM mg mNUM weekly  iNUMmg  mNUM every NUM days    common aes fatigue  NUM    diarrhea  NUM    nausea  NUM    rash  NUM     six NUM evaluable mcrc pts achieved partial response  rr NUM     median best response reduction NUM    NUM  NUM   median duration response NUM NUM cycles  iqr  NUM cycles    seven mcrc pts remain study   median pfs NUM NUM months   one pt came study due diarrhea restaging   preliminary pks pds reported   conclusions  combination v c well tolerated pts brafmutated mcrc mtd vNUM mg po bid  cNUM mg mNUM weekly  iNUMmg  mNUM every NUM days   responses seen NUM  evaluable mcrc pts   us cooperative group randomized phase ii trial c without v brafmutated mcrc  swog NUM  ongoing,old,Non-Serious
locally advanced  high-risk head neck cutaneous squamous cell carcinomas  cscc  typically aggressive   sought compare treatment tolerability  disease control survival radiotherapy alone radiotherapy plus cetuximab cscc patients   methods  patients diagnosed high-risk cscc based nccn criteria NUM-NUM included   patients divided two groups  radiotherapy alone versus radiotherapy plus cetuximab   primary analysis examined disease-free overall survival  freedom local distant recurrence propensity score matched cohort   propensity score analysis performed weighted factors including  charlson comorbidity index score  age-adjusted   age   kps  primary location  n stage  recurrent status  margin status  lvsi  pni grade   toxicity assessed using ctcae vNUM NUM   results  among NUM patients meeting study criteria  identified NUM treated cetuximab plus rt NUM rt alone   median follow-up living patients NUM months  patients cetuximab group likely advanced n stage  positive margins recurrent disease   propensity score matching groups well balanced   os dfs statistically significant two groups NUM  survivors free disease cetuximab group   loco-regional control NUM  NUM  cetuximab radiation alone groups  respectively   rate distant metastases lower cetuximab group NUM NUM  versus NUM    incidence grade NUM-NUM toxicity NUM  cetuximab group   one grade NUM cetuximab acneiform rash  one grade NUM dysphagia grade NUM toxicity   conclusions  although limited small numbers  therapy well tolerated long-term survivors well less distant metastasis cetuximab group   largest known report cscc patients treated radiotherapy cetuximab   promising findings warrant studies establish benefit combined cetuximab radiation head neck cscc   table presented,old,Non-Serious
tuberculosis  including multidrug-resistant tuberculosis  mdr-tb   major global health problem   individuals tuberculosis disease commonly exhibit vitamin d deficiency  may adversely affect immunity response therapy    determined whether adjunctive high-dose vitamin dNUM supplementation improves outcomes individuals pulmonary tuberculosis disease  design   study double-blind  randomized  placebo-controlled  intent-to-treat trial NUM individuals pulmonary tuberculosis disease tbilisi  georgia   subjects randomly assigned receive oral vitamin dNUM  NUM NUM ius  NUM NUM mg  thrice weekly NUM wk NUM NUM iu every week NUM wk  placebo concomitant standard first-line antituberculosis drugs   primary outcome time conversion mycobacterium tuberculosis  mtb  sputum culture negative  results   baseline characteristics groups similar   subjects  NUM   vitamin d deficient  plasma NUM-hydroxyvitamin d  NUM oh d  concentration  NUM nmol l    vitamin dNUM  plasma NUM oh d concentrations peaked  apprx NUM nmol l NUM wk decreased  apprx NUM nmol l week NUM   adverse events plasma calcium concentrations similar groups   NUM subjects culture-confirmed tuberculosis  adjusted efficacy analysis showed similar median culture-conversion times vitamin dNUM vs  placebo groups  NUM vs  NUM d  respectively  hr  NUM NUM  NUM  ci  NUM NUM  NUM NUM  p   NUM NUM    eight-week culture-conversion rates also similar  NUM NUM  vs  NUM NUM  vitamin dNUM vs  placebo  p   NUM NUM   conclusion   high-dose vitamin dNUM regimen safely corrected vitamin d deficiency improve rate sputum mtb clearance NUM wk pulmonary tuberculosis cohort   trial registered clinicaltrials gov nctNUM   copyrgt  NUM american society nutrition,old,Serious
nitrofurantoin commonly used drug liver pulmonary adverse effects   among hepatic nitrofurantoin-induced adverse effects  autoimmune hepatitis rare complication must mistaken toxic hepatitis  case report   report NUM-year-old woman presented acute hepatitis NUM-month course nitrofurantoin administration urinary tract infections   reported previous hepatitis treatment nitrofurantoin twenty years   biological analysis showed polyclonal hypergammaglobulinemia  positive test antinuclear antibodies smooth muscle antibodies   finally  liver histology showed lymphocytic infiltration  marked necrotic inflammatory activity consistent diagnosis autoimmune hepatitis   nitrofurantoin discontinued   outcome autoimmune hepatitis good corticosteroids azathioprine two months later  patient died refractory global heart failure  conclusion   nitrofurantoin-induced autoimmune hepatitis severe condition must systematically discussed patients taking nitrofurantoin present acute hepatitis   hypergammaglobulinemia easily obtained blood marker  suggest diagnosis  treatment relies nitrofurantoin eviction  corticosteroids sometimes azathioprine   outcome usually favorable  copyright  copyrgt  NUM societe nationale francaise de medecine interne  snfmi   published elsevier sas  rights reserved,old,Serious
gingival hypertrophy  gh  well-known physical manifestation due inflammatory conditions  pregnancy  vitamin c deficiency  systemic diseases like leukemia  wegners granulomatosis  various drugs like anticonvulsants  immunosuppresant  calcium channel blockers  ccbs  present case NUM-year-old woman  taking amlodipine NUMmg day together atenelol NUMmg per day one half years  subsequently developed gum hypertrophy   manifestation reversed stopping amlodipine   though case presentation described literature  hereby present pictorial form  sensitize treating physician toward  copyright  copyrgt  NUM cardiological society india  published elsevier b v  rights reserved,old,Non-Serious
chemotherapy-induced cardiotoxicity increasingly recognized complication breast cancer therapy  left ventricular dysfunction one common manifestations   treatment heart failure  hf  patients usually empirical  evidences regarding efficacy safety beta-blockers renin-angiotensin-aldosterone system antagonists currently available specific sub-setting    test whether combination therapy ace-i beta-blocker could help improve symptoms echocardiographical parameters breast cancer therapy developing drug-induced hf safe tolerated   methods  prospective  open-blinded  interventional pilot trial NUM consecutive breast cancer patients candidate adjuvant chemoteraphy   patients underwent complete echocardiography chemotherapy according guidelines   systolic dysfunctions graded according nci criteria   patients developing grade NUM-NUM systolic dysfunction initially treated ramipril NUM NUM mg b d  bisoprolol NUM NUM mg o d   seen every NUM-weeks order tritate drugs maximum tolerated dose   results  twelve patients  NUM   experienced systolic dysfunction follow-up  NUM patients grade NUM  NUM patient grade NUM  NUM patients grade NUM NUM patients grade NUM    combination therapy effective improving hf symptoms  treated patients experienced progressive restoration left ventricular ejection fraction combination therapy  mean values similar baseline NUM-months follow-up  NUM NUM  - NUM NUM baseline NUM NUM  - NUM NUM combination therapy start NUM NUM  - NUM NUM NUM months  quadratic p NUM NUM    hand  longitudinal strain show similar improvement  NUM-month mean values still significantly lower baseline  -NUM NUM baseline -NUM NUM combination therapy start -NUM NUM NUM months  p NUM NUM    median maximum doses NUM mg b d  ramipril NUM mg o d  bisoprolol   one patient discontinued bisoprolol due weezing  ramipril tolerated patients   need withhold interrupt planned chemotherapy except two patients presenting grade NUM systolic dysfunction   conclusion  combination therapy ramipril bisoprolol well tolerated breast cancer patients chemoteraphy-induced systolic dysfunction   indirect evidences suggest combination therapy could useful preventing hf worsening  without need withhold stop chemotherapy patients grade NUM-NUM systolic dysfunction,old,Non-Serious
study highlight prolonged blocks spinal anesthesia usually due neurologic defects   consent data publication obtained   NUM-year-old female patient right upper tibial chondrosarcoma planned undergo excision reconstruction free vascularized fibular graft   patient significant medical history   gave spinal anesthesia  continued general anesthesia regression sensory level   NUM hours  evaluated patient second time find sensory block tNUM level   decided carry evaluations hourly wait general anesthesia   ten hours spinal anesthesia  sensory block still tNUM level   NUM hours  surgical procedure finished  sensory block still tNUM level motor block according bromage scale remained grade NUM   computed tomography performed reveal signs spinal compression  spinal canal stenosis  anomalies  magnetic resonance imaging unavailable   complete motor sensory recovery spinal block observed NUM hours spinal anesthesia   present case major microscopic surgery done NUM hours single shot spinal anesthesia NUM-year-old female patient   complete recovery sensory motor blocks NUM hours   also review cases unusually prolonged spinal blocks possible differential diagnosis,old,Non-Serious
report case thyroid storm caused consuming chinese herb contaminated thyroid hormones  case report   NUM-year-old man presented emergency department NUM days nausea  vomiting  weakness   three days previously  started taking cordyceps powder  flower man sang hung  recommended chinese physician   following admission  patient deteriorated eventually diagnosed thyroid storm complicated rapid atrial fibrillation requiring cardioversion  intubation  intensive care admission   analysis chinese herb  flower man sang hung  positive levothyroxine   patient extubated NUM days admission discharged rehabilitation centre NUM days hospitalization   chinese medicine physician informed events  conclusions   herbal products source illness  medication interactions  contamination   awareness raised among chinese medicine physicians  allopathic physicians  patients  clinicians also low threshold suspicion seek laboratory analysis suspect substances cause clinical presentation unclear,old,Death / Life Threatening
case woman diagnosed resistance thyroid hormone total thyroidectomy thyroid cancer   preoperative laboratory examination revealed syndrome inappropriate secretion tsh  however  patient thyrotoxic symptoms family history   based results ultrasonography fine needle aspiration  diagnosed papillary thyroid carcinoma underwent total thyroidectomy   surgery  received l-tNUM therapy  tsh levels remained elevated   mri performed brain  lesions found pituitary gland   therefore  tested tr beta  gene  previously defined mutation  pNUMs  detected   ultimately  diagnosed rth treated l-tNUM  case  dose l-tNUM needed increased suppress tsh levels normal range less  prevent stimulating malignant cells   currently  dose l-tNUM increased  tsh levels still lower normal  however  thyrotoxic symptoms  recurrence metastasis thyroid cancer   patient currently careful observation regarding circulatory physiological status   addition  results treatment still need monitored evaluated,old,Non-Serious
known literature metformin proton pump inhibitors  ppis  associated cobalamin levels reduction independently still little known combination two drugs cobalamin levels decrease   currently published data concerning management patients cobalamin deficiency related concomitant use aforementioned drugs   case report  present case NUM year-old white man history renal cell carcinoma  melanoma hepatic nodular sclerosis hodgkin lymphoma  treatment metformin diabetes pantoprazole barrett esophagus   came attention progressive reduction cobalamin levels without related anemia   decided continue metformin pantoprazole therapy treated patient intramuscular injection cobalamin avoid vitamin deficiency consequences   discussion  published data available concerning management patients cobalamin deficiency related concomitant use metformin ppis   case report faces clinical problem terms therapeutic management,old,Non-Serious
